Time,Chan90,Chan95,Bank90,Bank95,Totl90,Totl95
Oct-1921,2.75,4.97,1.26,2.53,4.02,7.5
Nov-1921,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1921,23.23,40.44,0.84,1.68,24.07,42.12
Jan-1922,19.92,34.71,0.89,1.77,20.8,36.49
Feb-1922,69.6,122.26,1.14,2.28,70.74,124.54
Mar-1922,53.11,92.14,1.02,2.04,54.13,94.18
Apr-1922,3.57,6.47,1.3,2.59,4.86,9.07
May-1922,15.43,26.91,0.88,1.76,16.3,28.67
Jun-1922,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1922,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1922,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1922,19.06,33.29,0.86,1.73,19.93,35.02
Oct-1922,13.84,24.22,0.84,1.68,14.68,25.89
Nov-1922,9.24,16.16,0.86,1.73,10.11,17.88
Dec-1922,51.73,90.28,0.78,1.55,52.5,91.84
Jan-1923,38.41,66.76,0.98,1.96,39.39,68.72
Feb-1923,10.09,17.55,0.89,1.77,10.97,19.32
Mar-1923,3.23,5.85,1.27,2.54,4.5,8.39
Apr-1923,13.84,24.22,0.84,1.68,14.68,25.89
May-1923,2.94,5.31,1.26,2.51,4.19,7.82
Jun-1923,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1923,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1923,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1923,2.75,4.97,1.26,2.53,4.02,7.5
Oct-1923,2.75,4.97,1.26,2.53,4.02,7.5
Nov-1923,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1923,1.69,3.23,1.27,2.54,2.96,5.77
Jan-1924,2.21,4.06,1.19,2.37,3.4,6.43
Feb-1924,14.58,25.39,0.85,1.7,15.43,27.09
Mar-1924,2.62,4.75,1.26,2.51,3.88,7.26
Apr-1924,3.87,7.04,1.28,2.56,5.15,9.6
May-1924,3.23,5.85,1.27,2.54,4.5,8.39
Jun-1924,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1924,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1924,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1924,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1924,1.69,3.23,1.27,2.54,2.96,5.77
Nov-1924,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1924,19.06,33.29,0.86,1.73,19.93,35.02
Jan-1925,2.58,4.65,1.2,2.39,3.78,7.04
Feb-1925,72.87,129.89,1.12,2.24,73.98,132.12
Mar-1925,4.73,8.46,1.3,2.6,6.03,11.07
Apr-1925,19.06,33.29,0.86,1.73,19.93,35.02
May-1925,9.24,16.16,0.86,1.73,10.11,17.88
Jun-1925,2.9,5.21,1.23,2.46,4.13,7.67
Jul-1925,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1925,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1925,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1925,2.9,5.21,1.23,2.46,4.13,7.67
Nov-1925,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1925,1.69,3.23,1.27,2.54,2.96,5.77
Jan-1926,19.92,34.71,0.89,1.77,20.8,36.49
Feb-1926,69.94,123.77,0.97,1.93,70.9,125.7
Mar-1926,3.53,6.25,1.27,2.54,4.8,8.79
Apr-1926,48.92,85.54,0.71,1.42,49.63,86.96
May-1926,2.75,4.97,1.26,2.53,4.02,7.5
Jun-1926,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1926,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1926,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1926,9.24,16.16,0.86,1.73,10.11,17.88
Oct-1926,1.69,3.23,1.27,2.54,2.96,5.77
Nov-1926,33.09,57.48,0.84,1.67,33.93,59.15
Dec-1926,44.58,77.4,0.77,1.55,45.35,78.94
Jan-1927,63.3,110.66,1.22,2.44,64.52,113.1
Feb-1927,47.46,87.65,1.34,2.68,48.8,90.33
Mar-1927,69.6,122.26,1.14,2.28,70.74,124.54
Apr-1927,49.28,86.13,0.72,1.44,50,87.57
May-1927,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1927,2.9,5.21,1.23,2.46,4.13,7.67
Jul-1927,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1927,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1927,19.06,33.29,0.86,1.73,19.93,35.02
Oct-1927,3.23,5.85,1.27,2.54,4.5,8.39
Nov-1927,3.87,7.04,1.28,2.56,5.15,9.6
Dec-1927,22.64,39.5,0.83,1.65,23.46,41.15
Jan-1928,32.03,55.57,0.91,1.81,32.94,57.38
Feb-1928,51.73,90.28,0.78,1.55,52.5,91.84
Mar-1928,66.69,121.21,0.88,1.76,67.57,122.97
Apr-1928,29.9,52.08,0.94,1.89,30.85,53.96
May-1928,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1928,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1928,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1928,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1928,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1928,2.9,5.21,1.23,2.46,4.13,7.67
Nov-1928,3.87,7.04,1.28,2.56,5.15,9.6
Dec-1928,13.84,24.22,0.84,1.68,14.68,25.89
Jan-1929,2.51,4.54,1.25,2.49,3.75,7.04
Feb-1929,20.64,35.98,0.9,1.81,21.55,37.79
Mar-1929,1.69,3.23,1.27,2.54,2.96,5.77
Apr-1929,3.57,6.47,1.3,2.59,4.86,9.07
May-1929,3.23,5.85,1.27,2.54,4.5,8.39
Jun-1929,2.9,5.21,1.23,2.46,4.13,7.67
Jul-1929,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1929,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1929,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1929,2.9,5.21,1.23,2.46,4.13,7.67
Nov-1929,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1929,34.32,59.53,0.86,1.73,35.18,61.26
Jan-1930,31.88,55.4,0.94,1.88,32.82,57.28
Feb-1930,25.89,45.13,0.86,1.73,26.76,46.86
Mar-1930,55.82,97.51,0.89,1.79,56.72,99.3
Apr-1930,9.24,16.16,0.86,1.73,10.11,17.88
May-1930,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1930,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1930,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1930,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1930,2.94,5.31,1.26,2.51,4.19,7.82
Oct-1930,2.62,4.75,1.26,2.51,3.88,7.26
Nov-1930,2.62,4.75,1.26,2.51,3.88,7.26
Dec-1930,1.69,3.23,1.27,2.54,2.96,5.77
Jan-1931,13.84,24.22,0.84,1.68,14.68,25.89
Feb-1931,1.69,3.23,1.27,2.54,2.96,5.77
Mar-1931,2.75,4.97,1.26,2.53,4.02,7.5
Apr-1931,3.87,7.04,1.28,2.56,5.15,9.6
May-1931,2.94,5.31,1.26,2.51,4.19,7.82
Jun-1931,2.9,5.21,1.23,2.46,4.13,7.67
Jul-1931,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1931,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1931,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1931,2.75,4.97,1.26,2.53,4.02,7.5
Nov-1931,2.94,5.31,1.26,2.51,4.19,7.82
Dec-1931,51.73,90.28,0.78,1.55,52.5,91.84
Jan-1932,31.22,54.42,1.01,2.01,32.22,56.43
Feb-1932,4.73,8.46,1.3,2.6,6.03,11.07
Mar-1932,1.69,3.23,1.27,2.54,2.96,5.77
Apr-1932,3.57,6.47,1.3,2.59,4.86,9.07
May-1932,2.94,5.31,1.26,2.51,4.19,7.82
Jun-1932,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1932,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1932,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1932,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1932,2.9,5.21,1.23,2.46,4.13,7.67
Nov-1932,2.62,4.75,1.26,2.51,3.88,7.26
Dec-1932,3.87,7.04,1.28,2.56,5.15,9.6
Jan-1933,22.64,39.5,0.83,1.65,23.46,41.15
Feb-1933,3.44,6.06,1.28,2.56,4.72,8.61
Mar-1933,2.21,4.06,1.19,2.37,3.4,6.43
Apr-1933,3.87,7.04,1.28,2.56,5.15,9.6
May-1933,2.94,5.31,1.26,2.51,4.19,7.82
Jun-1933,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1933,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1933,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1933,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1933,2.51,4.54,1.25,2.49,3.75,7.04
Nov-1933,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1933,24.83,43.27,0.83,1.67,25.66,44.94
Jan-1934,29.1,50.51,0.88,1.77,29.98,52.28
Feb-1934,24.22,42.19,0.87,1.73,25.09,43.92
Mar-1934,2.75,4.97,1.26,2.53,4.02,7.5
Apr-1934,3.87,7.04,1.28,2.56,5.15,9.6
May-1934,3.23,5.85,1.27,2.54,4.5,8.39
Jun-1934,2.9,5.21,1.23,2.46,4.13,7.67
Jul-1934,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1934,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1934,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1934,2.62,4.75,1.26,2.51,3.88,7.26
Nov-1934,9.24,16.16,0.86,1.73,10.11,17.88
Dec-1934,9.24,16.16,0.86,1.73,10.11,17.88
Jan-1935,65.34,114.57,0.92,1.84,66.26,116.41
Feb-1935,9.61,16.75,0.87,1.75,10.48,18.5
Mar-1935,46.99,81.56,0.83,1.66,47.82,83.21
Apr-1935,53.82,94.16,0.67,1.33,54.49,95.49
May-1935,2.75,4.97,1.26,2.53,4.02,7.5
Jun-1935,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1935,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1935,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1935,3.87,7.04,1.28,2.56,5.15,9.6
Oct-1935,2.51,4.54,1.25,2.49,3.75,7.04
Nov-1935,2.51,4.54,1.25,2.49,3.75,7.04
Dec-1935,2.62,4.75,1.26,2.51,3.88,7.26
Jan-1936,69.6,122.26,1.14,2.28,70.74,124.54
Feb-1936,65.11,117.59,0.96,1.92,66.07,119.51
Mar-1936,41.62,72.22,1.08,2.17,42.7,74.38
Apr-1936,19.06,33.29,0.86,1.73,19.93,35.02
May-1936,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1936,2.9,5.21,1.23,2.46,4.13,7.67
Jul-1936,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1936,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1936,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1936,2.75,4.97,1.26,2.53,4.02,7.5
Nov-1936,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1936,3.87,7.04,1.28,2.56,5.15,9.6
Jan-1937,9.24,16.16,0.86,1.73,10.11,17.88
Feb-1937,70.6,124.29,1.04,2.08,71.64,126.37
Mar-1937,59.41,103.79,0.79,1.58,60.2,105.37
Apr-1937,3.87,7.04,1.28,2.56,5.15,9.6
May-1937,2.94,5.31,1.26,2.51,4.19,7.82
Jun-1937,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1937,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1937,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1937,3.87,7.04,1.28,2.56,5.15,9.6
Oct-1937,2.62,4.75,1.26,2.51,3.88,7.26
Nov-1937,50.85,88.33,0.95,1.91,51.81,90.24
Dec-1937,65.16,117.89,0.88,1.76,66.04,119.65
Jan-1938,41.62,72.22,1.08,2.17,42.7,74.38
Feb-1938,45.88,84.8,1.3,2.6,47.18,87.4
Mar-1938,38.14,69.81,1.3,2.6,39.44,72.4
Apr-1938,69.6,122.26,1.14,2.28,70.74,124.54
May-1938,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1938,13.84,24.22,0.84,1.68,14.68,25.89
Jul-1938,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1938,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1938,19.06,33.29,0.86,1.73,19.93,35.02
Oct-1938,3.87,7.04,1.28,2.56,5.15,9.6
Nov-1938,2.75,4.97,1.26,2.53,4.02,7.5
Dec-1938,3.57,6.47,1.3,2.59,4.86,9.07
Jan-1939,3.87,7.04,1.28,2.56,5.15,9.6
Feb-1939,2.51,4.54,1.25,2.49,3.75,7.04
Mar-1939,3.87,7.04,1.28,2.56,5.15,9.6
Apr-1939,9.24,16.16,0.86,1.73,10.11,17.88
May-1939,3.23,5.85,1.27,2.54,4.5,8.39
Jun-1939,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1939,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1939,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1939,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1939,2.75,4.97,1.26,2.53,4.02,7.5
Nov-1939,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1939,1.69,3.23,1.27,2.54,2.96,5.77
Jan-1940,66.33,116.6,0.82,1.64,67.15,118.24
Feb-1940,72.95,130.28,1.1,2.2,74.05,132.48
Mar-1940,57.45,105.2,1.15,2.31,58.61,107.5
Apr-1940,68.94,122.39,0.96,1.92,69.9,124.31
May-1940,2.75,4.97,1.26,2.53,4.02,7.5
Jun-1940,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1940,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1940,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1940,19.06,33.29,0.86,1.73,19.93,35.02
Oct-1940,3.87,7.04,1.28,2.56,5.15,9.6
Nov-1940,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1940,70.94,125.07,1.02,2.04,71.96,127.11
Jan-1941,57.45,105.2,1.15,2.31,58.61,107.5
Feb-1941,50.96,94.02,1.29,2.59,52.25,96.61
Mar-1941,64.61,117.17,0.97,1.94,65.58,119.11
Apr-1941,63.68,114.74,0.93,1.85,64.61,116.59
May-1941,19.06,33.29,0.86,1.73,19.93,35.02
Jun-1941,2.9,5.21,1.23,2.46,4.13,7.67
Jul-1941,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1941,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1941,19.06,33.29,0.86,1.73,19.93,35.02
Oct-1941,19.06,33.29,0.86,1.73,19.93,35.02
Nov-1941,2.62,4.75,1.26,2.51,3.88,7.26
Dec-1941,72.87,129.89,1.12,2.24,73.98,132.12
Jan-1942,65.16,117.89,0.88,1.76,66.04,119.65
Feb-1942,42.05,77.24,1.31,2.62,43.36,79.86
Mar-1942,57.56,100.49,0.96,1.92,58.52,102.4
Apr-1942,53.82,94.16,0.67,1.33,54.49,95.49
May-1942,13.84,24.22,0.84,1.68,14.68,25.89
Jun-1942,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1942,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1942,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1942,19.06,33.29,0.86,1.73,19.93,35.02
Oct-1942,19.06,33.29,0.86,1.73,19.93,35.02
Nov-1942,2.75,4.97,1.26,2.53,4.02,7.5
Dec-1942,30.84,53.47,0.88,1.76,31.72,55.22
Jan-1943,66.69,121.21,0.88,1.76,67.57,122.97
Feb-1943,73.22,130.63,1.13,2.27,74.35,132.89
Mar-1943,72.95,130.28,1.1,2.2,74.05,132.48
Apr-1943,24.31,42.44,0.82,1.65,25.14,44.09
May-1943,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1943,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1943,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1943,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1943,19.06,33.29,0.86,1.73,19.93,35.02
Oct-1943,19.06,33.29,0.86,1.73,19.93,35.02
Nov-1943,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1943,2.62,4.75,1.26,2.51,3.88,7.26
Jan-1944,3.87,7.04,1.28,2.56,5.15,9.6
Feb-1944,38.41,66.76,0.98,1.96,39.39,68.72
Mar-1944,34.32,59.53,0.86,1.73,35.18,61.26
Apr-1944,9.24,16.16,0.86,1.73,10.11,17.88
May-1944,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1944,2.9,5.21,1.23,2.46,4.13,7.67
Jul-1944,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1944,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1944,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1944,2.21,4.06,1.19,2.37,3.4,6.43
Nov-1944,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1944,9.84,17.09,0.88,1.75,10.71,18.85
Jan-1945,2.51,4.54,1.25,2.49,3.75,7.04
Feb-1945,73.52,130.11,1.13,2.25,74.65,132.37
Mar-1945,14.63,25.48,0.85,1.7,15.48,27.19
Apr-1945,19.06,33.29,0.86,1.73,19.93,35.02
May-1945,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1945,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1945,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1945,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1945,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1945,1.69,3.23,1.27,2.54,2.96,5.77
Nov-1945,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1945,65.16,117.89,0.88,1.76,66.04,119.65
Jan-1946,71.67,126.13,1.21,2.41,72.88,128.54
Feb-1946,4.73,8.46,1.3,2.6,6.03,11.07
Mar-1946,10.83,18.84,0.9,1.81,11.73,20.65
Apr-1946,3.87,7.04,1.28,2.56,5.15,9.6
May-1946,2.94,5.31,1.26,2.51,4.19,7.82
Jun-1946,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1946,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1946,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1946,9.24,16.16,0.86,1.73,10.11,17.88
Oct-1946,2.75,4.97,1.26,2.53,4.02,7.5
Nov-1946,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1946,3.02,5.37,1.26,2.52,4.28,7.89
Jan-1947,2.21,4.06,1.19,2.37,3.4,6.43
Feb-1947,10.83,18.84,0.9,1.81,11.73,20.65
Mar-1947,10.05,17.49,0.88,1.77,10.94,19.25
Apr-1947,2.94,5.31,1.26,2.51,4.19,7.82
May-1947,2.94,5.31,1.26,2.51,4.19,7.82
Jun-1947,2.9,5.21,1.23,2.46,4.13,7.67
Jul-1947,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1947,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1947,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1947,1.69,3.23,1.27,2.54,2.96,5.77
Nov-1947,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1947,2.21,4.06,1.19,2.37,3.4,6.43
Jan-1948,4.47,7.98,1.29,2.58,5.76,10.57
Feb-1948,2.21,4.06,1.19,2.37,3.4,6.43
Mar-1948,2.75,4.97,1.26,2.53,4.02,7.5
Apr-1948,30.09,52.36,0.79,1.57,30.88,53.94
May-1948,2.62,4.75,1.26,2.51,3.88,7.26
Jun-1948,2.9,5.21,1.23,2.46,4.13,7.67
Jul-1948,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1948,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1948,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1948,2.51,4.54,1.25,2.49,3.75,7.04
Nov-1948,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1948,2.9,5.21,1.23,2.46,4.13,7.67
Jan-1949,19.06,33.29,0.86,1.73,19.93,35.02
Feb-1949,9.84,17.09,0.88,1.75,10.71,18.85
Mar-1949,70.6,124.29,1.04,2.08,71.64,126.37
Apr-1949,2.9,5.21,1.23,2.46,4.13,7.67
May-1949,2.94,5.31,1.26,2.51,4.19,7.82
Jun-1949,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1949,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1949,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1949,2.9,5.21,1.23,2.46,4.13,7.67
Oct-1949,2.9,5.21,1.23,2.46,4.13,7.67
Nov-1949,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1949,1.69,3.23,1.27,2.54,2.96,5.77
Jan-1950,21.87,38.04,0.93,1.86,22.8,39.9
Feb-1950,68.2,119.28,1.18,2.35,69.37,121.63
Mar-1950,2.21,4.06,1.19,2.37,3.4,6.43
Apr-1950,3.23,5.85,1.27,2.54,4.5,8.39
May-1950,2.94,5.31,1.26,2.51,4.19,7.82
Jun-1950,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1950,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1950,2.75,4.97,1.26,2.53,4.02,7.5
Sep-1950,2.75,4.97,1.26,2.53,4.02,7.5
Oct-1950,1.69,3.23,1.27,2.54,2.96,5.77
Nov-1950,53.11,92.14,1.02,2.04,54.13,94.18
Dec-1950,65.16,117.89,0.88,1.76,66.04,119.65
Jan-1951,74.21,132.01,1.14,2.28,75.35,134.29
Feb-1951,73,130.58,1.02,2.04,74.02,132.62
Mar-1951,51.64,89.66,0.98,1.96,52.62,91.62
Apr-1951,3.23,5.85,1.27,2.54,4.5,8.39
May-1951,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1951,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1951,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1951,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1951,22.64,39.5,0.83,1.65,23.46,41.15
Oct-1951,19.06,33.29,0.86,1.73,19.93,35.02
Nov-1951,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1951,68.2,119.28,1.18,2.35,69.37,121.63
Jan-1952,65.16,117.89,0.88,1.76,66.04,119.65
Feb-1952,66.69,121.21,0.88,1.76,67.57,122.97
Mar-1952,72.67,128.16,1.11,2.21,73.77,130.37
Apr-1952,33.62,58.35,0.93,1.86,34.56,60.22
May-1952,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1952,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1952,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1952,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1952,19.06,33.29,0.86,1.73,19.93,35.02
Oct-1952,22.64,39.5,0.83,1.65,23.46,41.15
Nov-1952,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1952,73,128.94,1.08,2.17,74.09,131.11
Jan-1953,50.96,94.02,1.29,2.59,52.25,96.61
Feb-1953,38.41,66.76,0.98,1.96,39.39,68.72
Mar-1953,15.43,26.91,0.88,1.76,16.3,28.67
Apr-1953,3.87,7.04,1.28,2.56,5.15,9.6
May-1953,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1953,2.9,5.21,1.23,2.46,4.13,7.67
Jul-1953,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1953,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1953,19.66,34.23,0.88,1.75,20.53,35.98
Oct-1953,19.06,33.29,0.86,1.73,19.93,35.02
Nov-1953,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1953,1.69,3.23,1.27,2.54,2.96,5.77
Jan-1954,63.3,110.66,1.22,2.44,64.52,113.1
Feb-1954,72.95,130.28,1.1,2.2,74.05,132.48
Mar-1954,71.67,126.13,1.21,2.41,72.88,128.54
Apr-1954,43,74.71,0.73,1.46,43.73,76.17
May-1954,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1954,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1954,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1954,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1954,22.64,39.5,0.83,1.65,23.46,41.15
Oct-1954,22.64,39.5,0.83,1.65,23.46,41.15
Nov-1954,2.58,4.65,1.2,2.39,3.78,7.04
Dec-1954,30.84,53.47,0.88,1.76,31.72,55.22
Jan-1955,14.7,25.64,0.86,1.72,15.56,27.36
Feb-1955,3.87,7.04,1.28,2.56,5.15,9.6
Mar-1955,3.87,7.04,1.28,2.56,5.15,9.6
Apr-1955,2.9,5.21,1.23,2.46,4.13,7.67
May-1955,2.9,5.21,1.23,2.46,4.13,7.67
Jun-1955,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1955,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1955,3.87,7.04,1.28,2.56,5.15,9.6
Sep-1955,19.06,33.29,0.86,1.73,19.93,35.02
Oct-1955,9.24,16.16,0.86,1.73,10.11,17.88
Nov-1955,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1955,57.45,105.2,1.15,2.31,58.61,107.5
Jan-1956,38.14,69.81,1.3,2.6,39.44,72.4
Feb-1956,64.61,117.17,0.97,1.94,65.58,119.11
Mar-1956,70.6,124.29,1.04,2.08,71.64,126.37
Apr-1956,3.23,5.85,1.27,2.54,4.5,8.39
May-1956,2.94,5.31,1.26,2.51,4.19,7.82
Jun-1956,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1956,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1956,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1956,13.84,24.22,0.84,1.68,14.68,25.89
Oct-1956,2.21,4.06,1.19,2.37,3.4,6.43
Nov-1956,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1956,1.69,3.23,1.27,2.54,2.96,5.77
Jan-1957,1.69,3.23,1.27,2.54,2.96,5.77
Feb-1957,16.65,28.96,0.9,1.81,17.56,30.77
Mar-1957,63.3,110.66,1.22,2.44,64.52,113.1
Apr-1957,9.24,16.16,0.86,1.73,10.11,17.88
May-1957,2.75,4.97,1.26,2.53,4.02,7.5
Jun-1957,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1957,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1957,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1957,2.62,4.75,1.26,2.51,3.88,7.26
Oct-1957,1.69,3.23,1.27,2.54,2.96,5.77
Nov-1957,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1957,24.22,42.19,0.87,1.73,25.09,43.92
Jan-1958,68.2,119.28,1.18,2.35,69.37,121.63
Feb-1958,29.41,53.87,1.03,2.06,30.44,55.93
Mar-1958,62.53,114.41,1.11,2.22,63.64,116.63
Apr-1958,65.16,117.89,0.88,1.76,66.04,119.65
May-1958,2.75,4.97,1.26,2.53,4.02,7.5
Jun-1958,2.94,5.31,1.26,2.51,4.19,7.82
Jul-1958,2.75,4.97,1.26,2.53,4.02,7.5
Aug-1958,19.06,33.29,0.86,1.73,19.93,35.02
Sep-1958,19.06,33.29,0.86,1.73,19.93,35.02
Oct-1958,19.06,33.29,0.86,1.73,19.93,35.02
Nov-1958,1.69,3.23,1.27,2.54,2.96,5.77
Dec-1958,4.72,8.43,1.3,2.6,6.02,11.04
Jan-1959,49.9,86.68,0.92,1.83,50.82,88.51
Feb-1959,73,130.58,1.02,2.04,74.02,132.62
Mar-1959,24.22,42.19,0.87,1.73,25.09,43.92
Apr-1959,3.87,7.04,1.28,2.56,5.15,9.6
May-1959,3.23,5.85,1.27,2.54,4.5,8.39
Jun-1959,2.94,5.31,1.26,2.51,4.19,7.82
