Time,Chan90,Chan95,Bank90,Bank95,Totl90,Totl95
Feb-1942,3.22,6.36,38.44,72.51,41.65,78.87
Mar-1942,3.9,7.62,0.29,0.57,4.19,8.18
Apr-1942,3.3,6.48,1.34,2.6,4.63,9.08
May-1942,3.36,6.57,1,1.93,4.37,8.5
Jun-1942,4.64,9.02,0.22,0.45,4.86,9.47
Jul-1942,3.55,6.95,0.57,1.13,4.13,8.08
Aug-1942,4.14,8.06,0.36,0.71,4.5,8.77
Sep-1942,4.24,8.28,0.29,0.57,4.53,8.85
Oct-1942,4.97,9.54,0.27,0.54,5.24,10.08
Nov-1942,4.3,8.39,0.26,0.53,4.56,8.91
Dec-1942,3.33,6.55,1.48,2.85,4.81,9.4
Jan-1943,3.44,6.73,19.4,37.78,22.84,44.51
Feb-1943,3.1,6.1,8.74,17.21,11.84,23.3
Mar-1943,3.1,6.08,10.91,21.37,14.01,27.45
Apr-1943,3.8,7.44,0.32,0.63,4.12,8.07
May-1943,3.64,7.1,0.56,1.07,4.2,8.17
Jun-1943,4.24,8.27,0.32,0.62,4.56,8.89
Jul-1943,3.37,6.58,0.75,1.46,4.13,8.04
Aug-1943,3.94,7.7,0.38,0.75,4.32,8.45
Sep-1943,3.6,7.01,0.43,0.85,4.03,7.86
Oct-1943,4.91,9.46,0.27,0.54,5.18,10
Nov-1943,4.55,8.87,0.26,0.51,4.81,9.38
Dec-1943,4.88,9.4,0.26,0.53,5.14,9.93
Jan-1944,4.4,8.51,0.3,0.6,4.69,9.1
Feb-1944,3.86,7.49,0.76,1.52,4.63,9.01
Mar-1944,3.97,7.69,0.47,0.95,4.44,8.63
Apr-1944,4.7,9.1,0.26,0.51,4.96,9.61
May-1944,4.7,9.12,0.25,0.51,4.96,9.63
Jun-1944,4.03,7.87,0.33,0.66,4.36,8.53
Jul-1944,3.86,7.53,0.38,0.75,4.24,8.27
Aug-1944,4.3,8.37,0.32,0.63,4.62,9
Sep-1944,4.96,9.59,0.26,0.52,5.22,10.11
Oct-1944,5.04,9.72,0.26,0.5,5.31,10.22
Nov-1944,4.57,8.84,0.31,0.62,4.88,9.46
Dec-1944,3.92,7.65,0.35,0.69,4.27,8.33
Jan-1945,4.38,8.5,0.29,0.55,4.67,9.06
Feb-1945,3.11,6.12,6.76,13.46,9.87,19.57
Mar-1945,3.78,7.38,0.64,1.23,4.42,8.61
Apr-1945,4.37,8.49,0.27,0.53,4.64,9.02
May-1945,4.56,8.86,0.31,0.61,4.86,9.46
Jun-1945,3.73,7.27,0.47,0.91,4.2,8.18
Jul-1945,3.36,6.54,0.74,1.42,4.09,7.97
Aug-1945,4.31,8.39,0.32,0.64,4.63,9.03
Sep-1945,4.78,9.25,0.26,0.52,5.03,9.77
Oct-1945,5.08,9.78,0.26,0.53,5.35,10.31
Nov-1945,4.06,7.93,0.3,0.59,4.36,8.52
Dec-1945,3.39,6.64,25.48,48.97,28.86,55.61
Jan-1946,3.25,6.37,5.67,11.24,8.92,17.61
Feb-1946,4.28,8.28,0.3,0.61,4.58,8.89
Mar-1946,4.23,8.21,0.31,0.62,4.55,8.83
Apr-1946,4.15,8.1,0.27,0.54,4.42,8.63
May-1946,3.8,7.41,0.37,0.74,4.17,8.15
Jun-1946,4.08,7.93,0.35,0.7,4.43,8.63
Jul-1946,3.33,6.5,0.94,1.83,4.27,8.33
Aug-1946,4.62,8.98,0.27,0.53,4.89,9.51
Sep-1946,4.87,9.35,0.27,0.54,5.14,9.89
Oct-1946,5.09,9.79,0.26,0.52,5.35,10.31
Nov-1946,4.84,9.34,0.27,0.53,5.1,9.87
Dec-1946,4.36,8.39,0.31,0.63,4.67,9.02
Jan-1947,4.82,9.32,0.27,0.52,5.09,9.84
Feb-1947,3.96,7.66,0.46,0.91,4.41,8.57
Mar-1947,3.77,7.38,0.45,0.89,4.23,8.28
Apr-1947,4.64,8.98,0.27,0.54,4.91,9.51
May-1947,4.14,8.05,0.36,0.71,4.5,8.76
Jun-1947,3.45,6.75,0.56,1.11,4.01,7.86
Jul-1947,3.64,7.09,0.57,1.1,4.21,8.19
Aug-1947,4.77,9.26,0.24,0.48,5.01,9.74
Sep-1947,4.9,9.45,0.27,0.51,5.16,9.96
Oct-1947,4.93,9.49,0.26,0.53,5.19,10.02
Nov-1947,4.86,9.37,0.26,0.53,5.13,9.9
Dec-1947,4.78,9.25,0.26,0.53,5.04,9.78
Jan-1948,3.84,7.51,0.44,0.86,4.28,8.38
Feb-1948,4.41,8.53,0.32,0.63,4.73,9.16
Mar-1948,3.78,7.36,0.73,1.38,4.5,8.75
Apr-1948,3.07,6.02,6.89,13.72,9.96,19.74
May-1948,3.14,6.15,2.54,4.97,5.68,11.12
Jun-1948,4.41,8.56,0.3,0.59,4.71,9.15
Jul-1948,3.39,6.61,0.61,1.19,4,7.81
Aug-1948,4.24,8.26,0.33,0.64,4.56,8.9
Sep-1948,4.79,9.28,0.26,0.52,5.05,9.8
Oct-1948,4.86,9.37,0.27,0.55,5.13,9.92
Nov-1948,5.05,9.68,0.27,0.54,5.32,10.22
Dec-1948,4.73,9.14,0.26,0.53,5,9.67
Jan-1949,4.76,9.21,0.28,0.54,5.04,9.75
Feb-1949,4.53,8.73,0.31,0.62,4.84,9.35
Mar-1949,3.39,6.64,12.43,24.36,15.81,30.99
Apr-1949,4.34,8.41,0.29,0.55,4.62,8.96
May-1949,4.23,8.25,0.32,0.64,4.56,8.89
Jun-1949,4.18,8.16,0.32,0.62,4.5,8.79
Jul-1949,3.72,7.27,0.48,0.92,4.2,8.18
Aug-1949,4.5,8.74,0.31,0.61,4.81,9.35
Sep-1949,4.88,9.46,0.26,0.52,5.15,9.98
Oct-1949,5.24,10.04,0.26,0.53,5.51,10.57
Nov-1949,5.15,9.87,0.26,0.53,5.42,10.4
Dec-1949,5.03,9.65,0.27,0.53,5.3,10.18
Jan-1950,3.72,7.27,0.64,1.24,4.36,8.51
Feb-1950,3.26,6.4,2.03,3.96,5.29,10.36
Mar-1950,3.88,7.56,0.4,0.79,4.28,8.35
Apr-1950,3.8,7.43,0.42,0.84,4.22,8.27
May-1950,4.41,8.58,0.32,0.64,4.74,9.22
Jun-1950,4.8,9.3,0.24,0.47,5.03,9.77
Jul-1950,3.35,6.54,0.74,1.42,4.09,7.96
Aug-1950,4.21,8.21,0.33,0.64,4.54,8.85
Sep-1950,4.98,9.59,0.26,0.52,5.24,10.11
Oct-1950,4.63,8.99,0.26,0.52,4.89,9.51
Nov-1950,3.17,6.22,1.75,3.41,4.92,9.63
Dec-1950,3.18,6.26,10.62,20.78,13.8,27.04
Jan-1951,2.92,5.73,7.11,14.04,10.03,19.77
Feb-1951,3.32,6.55,11.15,21.78,14.48,28.33
Mar-1951,3.69,7.22,0.71,1.39,4.39,8.61
Apr-1951,4.78,9.22,0.26,0.53,5.05,9.75
May-1951,4.88,9.43,0.22,0.45,5.1,9.88
Jun-1951,3.51,6.85,0.6,1.15,4.1,8
Jul-1951,3.17,6.21,1.08,2.08,4.25,8.29
Aug-1951,3.58,6.99,0.6,1.15,4.18,8.14
Sep-1951,3.92,7.66,0.32,0.63,4.24,8.29
Oct-1951,4.85,9.35,0.27,0.54,5.13,9.9
Nov-1951,4.79,9.21,0.3,0.6,5.09,9.81
Dec-1951,3.18,6.22,8.23,16.29,11.41,22.51
Jan-1952,3.24,6.38,18.22,35.31,21.46,41.69
Feb-1952,3.55,6.95,21.95,42.39,25.5,49.34
Mar-1952,3,5.88,10.19,19.99,13.19,25.88
Apr-1952,2.85,5.61,6.6,12.97,9.45,18.58
May-1952,4.33,8.44,0.28,0.54,4.61,8.98
Jun-1952,4.76,9.23,0.23,0.46,4.99,9.69
Jul-1952,4.22,8.23,0.32,0.64,4.55,8.87
Aug-1952,4.15,8.1,0.33,0.64,4.47,8.74
Sep-1952,3.79,7.41,0.31,0.61,4.1,8.02
Oct-1952,4.12,8.04,0.29,0.57,4.4,8.61
Nov-1952,4.57,8.89,0.25,0.5,4.83,9.4
Dec-1952,3.15,6.16,10.24,20.11,13.38,26.27
Jan-1953,3.33,6.53,41.21,77.58,44.53,84.11
Feb-1953,3.71,7.27,0.87,1.71,4.59,8.98
Mar-1953,3.75,7.34,0.48,0.94,4.23,8.28
Apr-1953,4.2,8.18,0.27,0.55,4.47,8.73
May-1953,3.64,7.11,0.5,0.99,4.14,8.1
Jun-1953,4.45,8.66,0.27,0.53,4.72,9.19
Jul-1953,3.23,6.32,1.33,2.61,4.56,8.93
Aug-1953,3.89,7.59,0.39,0.76,4.28,8.35
Sep-1953,3.95,7.73,0.29,0.58,4.25,8.31
Oct-1953,4.81,9.28,0.27,0.55,5.08,9.83
Nov-1953,3.63,7.07,0.48,0.94,4.1,8.01
Dec-1953,4.54,8.77,0.31,0.61,4.85,9.38
Jan-1954,3.51,6.9,5.64,11.18,9.15,18.08
Feb-1954,3.49,6.83,21.94,42.38,25.42,49.22
Mar-1954,2.99,5.89,8.19,16.23,11.18,22.11
Apr-1954,2.94,5.76,4.84,9.64,7.78,15.4
May-1954,3.65,7.12,0.56,1.09,4.21,8.21
Jun-1954,4.76,9.25,0.23,0.45,4.99,9.7
Jul-1954,3.2,6.24,1.57,3.06,4.77,9.29
Aug-1954,3.68,7.19,0.38,0.75,4.06,7.93
Sep-1954,3.93,7.68,0.26,0.52,4.19,8.2
Oct-1954,4.98,9.56,0.27,0.54,5.25,10.1
Nov-1954,3.9,7.62,0.42,0.82,4.32,8.44
Dec-1954,3.63,7.11,1.31,2.52,4.94,9.62
Jan-1955,3.87,7.55,0.61,1.19,4.49,8.74
Feb-1955,4.4,8.51,0.3,0.6,4.69,9.1
Mar-1955,4.2,8.14,0.33,0.65,4.53,8.79
Apr-1955,4.75,9.17,0.27,0.53,5.02,9.71
May-1955,4.32,8.42,0.31,0.62,4.63,9.04
Jun-1955,3.43,6.69,0.56,1.11,3.99,7.8
Jul-1955,3.45,6.74,0.65,1.27,4.11,8.01
Aug-1955,4.18,8.13,0.32,0.64,4.5,8.77
Sep-1955,4.98,9.59,0.26,0.52,5.24,10.12
Oct-1955,4.98,9.59,0.27,0.53,5.24,10.13
Nov-1955,4.25,8.28,0.28,0.56,4.53,8.85
Dec-1955,3.4,6.71,29.62,56.67,33.02,63.37
Jan-1956,2.96,5.83,57.64,108.51,60.6,114.34
Feb-1956,3.36,6.59,23.71,45.76,27.07,52.36
Mar-1956,3.63,7.13,0.94,1.83,4.57,8.96
Apr-1956,4.13,8,0.31,0.61,4.43,8.62
May-1956,3.88,7.58,0.36,0.71,4.25,8.29
Jun-1956,4.53,8.81,0.27,0.54,4.81,9.35
Jul-1956,3.41,6.67,0.67,1.31,4.08,7.98
Aug-1956,4.29,8.37,0.31,0.62,4.6,8.98
Sep-1956,4.06,7.92,0.29,0.58,4.35,8.51
Oct-1956,4.74,9.19,0.24,0.48,4.98,9.67
Nov-1956,4.14,8.08,0.29,0.57,4.43,8.65
