Time,Chan90,Chan95,Bank90,Bank95,Totl90,Totl95
Feb-1948,2.37,4.64,0.03,0.06,2.4,4.7
Mar-1948,2.35,4.61,0.03,0.06,2.38,4.67
Apr-1948,2.18,4.29,0.07,0.14,2.25,4.43
May-1948,2.26,4.48,0.03,0.06,2.29,4.54
Jun-1948,2.46,4.8,0.03,0.06,2.49,4.87
Jul-1948,2.19,4.33,0.09,0.18,2.28,4.51
Aug-1948,2.41,4.74,0.06,0.12,2.47,4.86
Sep-1948,2.36,4.59,0.03,0.06,2.39,4.65
Oct-1948,2.38,4.65,0.03,0.06,2.41,4.71
Nov-1948,2.41,4.69,0.01,0.03,2.42,4.72
Dec-1948,2.39,4.67,0.03,0.06,2.41,4.72
Jan-1949,2.45,4.78,0.03,0.06,2.47,4.84
Feb-1949,2.38,4.66,0.03,0.06,2.41,4.72
Mar-1949,1.97,3.89,0.19,0.37,2.16,4.26
Apr-1949,2.38,4.66,0.03,0.06,2.41,4.72
May-1949,2.41,4.72,0.03,0.06,2.44,4.78
Jun-1949,2.42,4.75,0.03,0.06,2.45,4.8
Jul-1949,2.36,4.68,0.06,0.12,2.42,4.79
Aug-1949,2.47,4.86,0.06,0.12,2.53,4.97
Sep-1949,2.4,4.68,0.01,0.03,2.42,4.71
Oct-1949,2.35,4.58,0.03,0.06,2.37,4.64
Nov-1949,2.41,4.7,0.01,0.03,2.42,4.72
Dec-1949,2.41,4.71,0.01,0.03,2.43,4.73
Jan-1950,2.37,4.63,0.03,0.06,2.4,4.69
Feb-1950,2.31,4.53,0.02,0.04,2.32,4.57
Mar-1950,2.36,4.61,0.03,0.06,2.39,4.67
Apr-1950,2.31,4.53,0.03,0.06,2.34,4.59
May-1950,2.47,4.83,0.02,0.04,2.49,4.87
Jun-1950,2.39,4.68,0.02,0.04,2.41,4.72
Jul-1950,2.16,4.25,0.09,0.18,2.25,4.44
Aug-1950,2.45,4.81,0.06,0.12,2.51,4.93
Sep-1950,2.4,4.68,0.01,0.03,2.42,4.71
Oct-1950,2.37,4.62,0.01,0.03,2.39,4.65
Nov-1950,2.32,4.56,0.03,0.06,2.35,4.62
Dec-1950,1.98,3.94,0.18,0.34,2.16,4.28
Jan-1951,2.18,4.31,0.04,0.07,2.22,4.38
Feb-1951,1.97,3.88,0.33,0.61,2.3,4.48
Mar-1951,2.29,4.45,0.03,0.06,2.32,4.51
Apr-1951,2.42,4.71,0.01,0.03,2.43,4.74
May-1951,2.33,4.57,0.03,0.06,2.36,4.63
Jun-1951,2.29,4.53,0.08,0.15,2.37,4.69
Jul-1951,2.13,4.22,0.09,0.17,2.22,4.39
Aug-1951,2.34,4.64,0.06,0.12,2.4,4.75
Sep-1951,2.39,4.69,0.02,0.04,2.41,4.73
Oct-1951,2.37,4.64,0.03,0.06,2.4,4.7
Nov-1951,2.35,4.59,0.03,0.06,2.37,4.65
Dec-1951,2.19,4.32,0.16,0.29,2.35,4.61
Jan-1952,2,3.97,0.17,0.34,2.18,4.3
Feb-1952,1.76,3.49,0.42,0.79,2.18,4.28
Mar-1952,2.01,3.98,0.12,0.24,2.13,4.23
Apr-1952,2.03,4.01,0.11,0.22,2.14,4.24
May-1952,2.27,4.43,0.03,0.06,2.3,4.49
Jun-1952,2.3,4.49,0.03,0.06,2.33,4.56
Jul-1952,2.41,4.74,0.06,0.12,2.47,4.86
Aug-1952,2.4,4.73,0.03,0.06,2.43,4.78
Sep-1952,2.47,4.84,0.02,0.04,2.49,4.88
Oct-1952,2.38,4.65,0.03,0.06,2.41,4.71
Nov-1952,2.36,4.61,0.03,0.06,2.39,4.67
Dec-1952,2.18,4.32,0.16,0.3,2.35,4.62
Jan-1953,1.41,2.79,1.72,3.2,3.13,5.99
Feb-1953,2.33,4.54,0.01,0.03,2.34,4.57
Mar-1953,2.38,4.64,0.03,0.06,2.41,4.7
Apr-1953,2.42,4.7,0.03,0.06,2.45,4.76
May-1953,2.43,4.75,0.02,0.04,2.45,4.79
Jun-1953,2.44,4.76,0.02,0.04,2.46,4.8
Jul-1953,2.1,4.17,0.09,0.17,2.19,4.34
Aug-1953,2.34,4.61,0.03,0.06,2.37,4.67
Sep-1953,2.42,4.73,0.03,0.07,2.45,4.79
Oct-1953,2.39,4.67,0.03,0.06,2.42,4.73
Nov-1953,2.47,4.82,0.02,0.04,2.49,4.86
Dec-1953,2.45,4.77,0.03,0.06,2.48,4.83
Jan-1954,1.96,3.89,0.19,0.38,2.15,4.26
Feb-1954,1.9,3.77,0.35,0.64,2.25,4.41
Mar-1954,2.18,4.3,0.05,0.11,2.24,4.41
Apr-1954,2.27,4.48,0.03,0.06,2.3,4.54
May-1954,2.44,4.79,0.06,0.12,2.5,4.91
Jun-1954,2.32,4.54,0.03,0.06,2.35,4.6
Jul-1954,2.12,4.2,0.09,0.17,2.21,4.37
Aug-1954,2.34,4.61,0.03,0.06,2.37,4.67
Sep-1954,2.42,4.73,0.03,0.07,2.45,4.79
Oct-1954,2.39,4.67,0.03,0.06,2.42,4.73
Nov-1954,2.35,4.59,0.03,0.06,2.38,4.65
Dec-1954,2.45,4.77,0.02,0.03,2.46,4.8
Jan-1955,2.43,4.75,0.03,0.06,2.46,4.81
Feb-1955,2.37,4.63,0.03,0.06,2.39,4.69
Mar-1955,2.32,4.54,0.03,0.06,2.35,4.59
Apr-1955,2.37,4.63,0.03,0.06,2.4,4.69
May-1955,2.47,4.84,0.02,0.04,2.49,4.87
Jun-1955,2.18,4.28,0.1,0.19,2.27,4.47
Jul-1955,2.34,4.64,0.06,0.12,2.4,4.75
Aug-1955,2.47,4.86,0.06,0.12,2.53,4.97
Sep-1955,2.4,4.68,0.01,0.03,2.42,4.71
Oct-1955,2.42,4.71,0.01,0.03,2.43,4.74
Nov-1955,2.34,4.56,0.01,0.03,2.35,4.59
Dec-1955,1.45,2.88,1.51,2.74,2.95,5.62
Jan-1956,1.37,2.73,2.4,4.57,3.77,7.3
Feb-1956,1.67,3.31,0.46,0.88,2.13,4.19
Mar-1956,2.45,4.79,0.02,0.03,2.47,4.82
Apr-1956,2.41,4.69,0.03,0.06,2.44,4.75
May-1956,2.42,4.71,0.02,0.04,2.43,4.75
Jun-1956,2.48,4.85,0.02,0.04,2.5,4.89
Jul-1956,2.15,4.24,0.09,0.18,2.24,4.41
Aug-1956,2.45,4.81,0.06,0.12,2.51,4.93
Sep-1956,2.36,4.62,0.03,0.06,2.39,4.68
Oct-1956,2.38,4.64,0.03,0.06,2.41,4.7
Nov-1956,2.32,4.54,0.03,0.06,2.35,4.6
Dec-1956,2.41,4.69,0.01,0.03,2.42,4.72
Jan-1957,2.39,4.67,0.03,0.06,2.41,4.72
Feb-1957,2.33,4.56,0.02,0.04,2.35,4.6
Mar-1957,2.15,4.26,0.03,0.07,2.19,4.33
Apr-1957,2.39,4.68,0.03,0.06,2.42,4.73
May-1957,2.32,4.57,0.03,0.06,2.35,4.63
Jun-1957,2.44,4.78,0.02,0.04,2.46,4.82
Jul-1957,2.15,4.24,0.09,0.18,2.24,4.42
Aug-1957,2.47,4.84,0.02,0.04,2.49,4.88
Sep-1957,2.32,4.54,0.03,0.06,2.35,4.6
Oct-1957,2.33,4.61,0.03,0.06,2.36,4.66
Nov-1957,2.44,4.78,0.02,0.04,2.46,4.82
Dec-1957,2.22,4.39,0.03,0.06,2.25,4.45
Jan-1958,2.07,4.1,0.17,0.32,2.24,4.42
Feb-1958,1.2,2.4,8.75,16.34,9.95,18.74
Mar-1958,1.75,3.47,0.42,0.79,2.17,4.26
Apr-1958,2.01,3.98,0.16,0.31,2.17,4.29
May-1958,2.31,4.53,0.03,0.06,2.34,4.59
Jun-1958,2.27,4.43,0.03,0.06,2.3,4.49
Jul-1958,2.33,4.6,0.08,0.16,2.41,4.75
Aug-1958,2.47,4.86,0.06,0.12,2.53,4.97
Sep-1958,2.45,4.81,0.06,0.12,2.5,4.93
Oct-1958,2.47,4.83,0.02,0.04,2.49,4.87
Nov-1958,2.32,4.54,0.03,0.06,2.35,4.6
Dec-1958,2.4,4.69,0.01,0.03,2.42,4.72
